X,Y,ID,NAME,ADDRESS,TELEPHONE,WEB_URL,GIS_ID,MAR_ID,XCOORD,YCOORD,LATITUDE,LONGITUDE,ZIPCODE,CREATED,EDITED,GLOBALID,OBJECTID
-8577791.66873399,4711104.50703101,11,Aidan Montessori School,2700 27TH STREET NW,202-387-2700,https://www.aidanschool.org ,IndSchPt_17,220050,395177.92,139815.5,38.92620315,-77.0556103,20008,,,{5FC27F3E-C0A5-4F30-A483-23F814C5D573},28
-8581447.16756316,4710389.42436764,19,The Field School,2301 FOXHALL ROAD NW,202-295-5800,https://www.fieldschool.org/,IndSchPt_34,274612,392329.86,139261.11,38.92118879,-77.08844914,20007,,2024/04/15 23:29:56+00,{D539313C-5838-47E5-8BE2-92FD006809C0},29
-8575310.17933059,4709992.808234,44,St. Augustine Catholic School,1421 V STREET NW,202-667-2608,https://www.staug-dc.org/ ,IndSchPt_20,295123,397110.59,138949.94,38.91841406,-77.03331828,20009,,2024/04/17 23:02:52+00,{3E723368-9905-4261-887A-3ED3692FCA76},30
-8582515.66711235,4709888.50580695,9,The RIver School,4880 MACARTHUR BOULEVARD NW,202-337-3554,https://riverschool.net/,IndSchPt_49,285007,391497.03,138872.83,38.91768304,-77.0980482,20007,,2024/04/17 21:35:31+00,{60A8CF22-12FD-4ADD-AADD-9CBE593E4ACD},31
-8579179.92294838,4709746.8623283,16,British International School of Washington ,2001 WISCONSIN AVENUE NW,202-829-3700 ,https://www.nordangliaeducation.com/bisw-washington,IndSchPt_44,224666,394095.69,138760.38,38.91669135,-77.06808196,20007,,2024/04/15 21:27:12+00,{1A90D875-7FE3-4905-9574-366C5D5119FF},32
-8581779.28842907,4709661.87797582,48,St. Patrick's Episcopal Day School,4700 WHITEHAVEN PARKWAY NW,202-342-2805,https://www.stpatsdc.org,IndSchPt_28,224448,392070.43,138696.3,38.91609816,-77.09143426,20007,,2024/04/17 23:21:10+00,{E95E29C2-4E4B-4454-930C-AD9C4C035C8E},33
-8582119.9267469,4709647.71329852,36,Our Lady of Victory School,4755 WHITEHAVEN PARKWAY NW,202-337-1421,https://www.olvschooldc.net,IndSchPt_42,301551,391805.1,138685.35,38.91599708,-77.09449359,20007,,2024/04/17 21:22:57+00,{9B3EF358-C854-4F66-9E6B-BE4C7E10F405},34
-8581893.0017794,4709571.74301962,28,The Lab School of Washington - Reservoir Campus,4759 RESERVOIR ROAD NW,202-965-6600,https://www.labschool.org,IndSchPt_38,275591,391982.02,138626.45,38.91546846,-77.09245288,20007,,2024/04/18 00:00:22+00,{F1177BBA-2B3B-4D93-B3CD-E7AE07C52F8A},35
-8579573.15911202,4709217.64877002,3,Washington International School Primary Campus,1690 36TH STREET NW,202-243-1700,https://www.wis.edu,IndSchPt_46,300744,393788.98,138349.96,38.91299204,-77.07161489,20007,,2024/04/18 00:20:53+00,{20CA6F4F-23C3-46C2-8268-A7FD91AEC31C},37
-8578915.42189137,4708920.19960907,35,Little Folks School,3247 Q STREET NW,202-333-6571,https://www.littlefolks.org/,IndSchPt_53,305086,394301.26,138119.52,38.91092,-77.065706,20007,,2024/04/17 18:58:17+00,{CA767C48-1A0A-4697-B4F9-86245232C77A},38
-8579327.19905898,4708715.50034612,22,Georgetown Visitation Preparatory School,1524 35TH STREET NW,202-337-3350,https://www.visi.org,IndSchPt_36,301498,393980.48,137960.13,38.90948199,-77.06940342,20007,,2024/04/16 00:39:15+00,{D3DE1550-8A3D-4375-8128-4557881EB6FD},39
-8580780.91936941,4714847.26996906,21,Georgetown Day School Lower/Middle School,4200 DAVENPORT STREET NW,202-295-6200,https://www.gds.org,IndSchPt_18,301160,392852.16,142717.87,38.9523327,-77.08246219,20016,,2024/04/16 00:10:46+00,{392A7538-8DC4-4184-B6DA-F1B2BD8AFD04},40
-8579388.31240713,4708423.23616882,25,Holy Trinity School,1325 36TH STREET NW,202-337-2339,https://htsdc.org/,IndSchPt_3,295119,393932.64,137733.52,38.90744028,-77.069953,20007,,2024/04/16 00:43:27+00,{C4F21A90-D503-4D06-B272-0F54C4FF48D9},41
-8572673.38833298,4707581.43469118,23,Gonzaga College High School,19 I STREET NW,202-336-7100,https://www.gonzaga.org,IndSchPt_37,279445,399164.41,137078.24,38.90155749,-77.00963305,20001,,2024/04/16 00:41:21+00,{D9F7CF8C-C28C-4508-9F82-BDEB57382DA7},43
-8563706.95855242,4706878.36495281,5,The Monroe School,601 50TH STREET NE,202-399-8350,https://monroeschool.net/,IndSchPt_13,289784,406151.54,136534.58,38.89663922,-76.92908719,20019,,2024/04/17 19:39:02+00,{6CB689F4-8667-491C-AE81-F1C4A4015871},45
-8561967.2025441,4706541.09987557,33,Nation House School,6101 DIX STREET NE,202-291-5600,https://nationhouse.org/,IndSchPt_6,151064,407507.45,136274.13,38.89428246,-76.91345959,20019,,2024/04/17 21:08:08+00,{6BDCB72E-E029-404C-BC70-5D7363F5F4DF},46
-8571779.57044298,4704997.80213883,64,St. Peter School,422 3RD STREET SE,202-544-1618,https://www.stpeterschooldc.org/,IndSchPt_22,25180,399860.7,135073.26,38.88349628,-77.00160551,20003,,2024/04/17 23:28:38+00,{42F611B0-95C1-41CB-A754-2974203D66D8},47
-8565794.86704216,4704937.3105195,62,"Cornerstone Schools of Washington, D.C., Inc.",3742 ELY PLACE SE,202-575-0027,https://www.cornerstone-schools.org,IndSchPt_12,310211,404525.58,135027.13,38.88306942,-76.94784062,20019,,2024/04/15 22:55:11+00,{06CF31FC-212D-434C-A157-63E4EF81AAF9},48
-8571954.91432912,4704827.33952705,54,Capitol Hill Day School,210 SOUTH CAROLINA AVENUE SE,202-547-2244,https://www.chds.org,IndSchPt_27,51864,399723.55,134940.65,38.88230198,-77.00318618,20003,,,{3E290CA2-1BA7-4EA6-8931-E6411ACAF0DE},49
-8568105.69335973,4703519.08215991,63,St. Francis Xavier Catholic Academy,2700 O STREET SE,202-581-2010,https://stfrancisxaviercadc.com/,IndSchPt_26,45401,402724.88,133925.41,38.87315178,-76.96859888,20020,,2024/04/17 23:05:22+00,{3A6EF29E-47CC-41F8-A394-ED8499A086AD},50
-8565810.39619025,4702991.47953656,57,Dupont Park Adventist School,3942 ALABAMA AVENUE SE,202-583-8500,https://www.dpcsda.org/school,IndSchPt_11,278452,404514.03,133516.51,38.86946122,-76.94798366,20020,,2024/04/15 23:10:35+00,{E8B56866-7475-41C8-80A9-4311D9E3B19A},51
-8568854.09367363,4699288.73729973,2,Washington School for Girls - THEARC Campus,1901 MISSISSIPPI AVENUE SE,202-678-1113,https://washingtonschoolforgirls.org/,IndSchPt_45,295845,402142.37,130640.01,38.84355746,-76.97532187,20020,,2024/04/18 00:33:34+00,{A832463A-3D0C-4D58-A533-EB10BF7691AF},52
-8569023.70914122,4699260.49080856,34,Bishop John T. Walker School for Boys,1801 MISSISSIPPI AVENUE SE,202-678-1515,https://www.bishopwalkerschool.org/,IndSchPt_52,313139,402009.94,130618.38,38.843363,-76.976847,20020,,2024/04/15 21:05:50+00,{C600092E-FFDC-4834-9F2D-8895F63C0C28},53
-8571626.7842214,4696694.53355221,65,St. Thomas More Catholic Academy,4265 4TH STREET SE,202-561-1189,https://stmdc.org/,IndSchPt_23,303721,399979.91,128624.78,38.82540562,-77.00023136,20032,,2024/04/17 23:30:56+00,{EA5827E8-58B2-4D4B-8B8D-7AF940016445},54
-8576034.03465778,4707093.34602721,43,Small Savers Montessori,1700 G STREET NW,202-414-3085,https://www.smallsavers.org/,IndSchPt_61,301067,396545.4,136700.6,38.89814952,-77.03982426,20552,2024/04/12 19:31:22+00,2024/04/18 18:02:07+00,{C212A895-11EE-4339-87A6-70DF0B01A197},337
-8571944.37829315,4698924.71072923,77,NCC Early Learning Center and Early Intervention Center,3400 MARTIN LUTHER KING JR AVENUE SE,202-279-4900,https://www.nccinc.org/education,IndSchPt_77,35265,399732.21,130357.3,38.84101325,-77.00308458,20032,2024/04/18 18:06:33+00,2024/04/18 18:06:33+00,{F36283CC-2A77-4CEF-8716-56EB98EE4616},338
-8569473.7545678,4709547.27752328,78,New Beginnings Vocational Program,2060 WEST VIRGINIA AVENUE NE,202-636-1190,http://www.newbeginningsvocational.com/,IndSchPt_78,52060,401657.45,138603.77,38.91529916,-76.9808885,20002,2024/04/18 18:33:27+00,2024/04/18 18:33:27+00,{515C5C24-EF03-4AB4-8500-595F1375F03B},339
-8578345.36072521,4717050.51158273,79,Episcopal Center for Children,5901 UTAH AVENUE NW,202-363-1333,https://eccofdc.org/,IndSchPt_79,260122,394749.45,144424.96,38.96772366,-77.06058688,20015,2024/04/18 18:41:40+00,2024/04/18 18:41:40+00,{B78D7511-A047-4482-BA1B-1F90E8FADED3},340
-8570939.99832661,4713896.54507072,80,The Kennedy School,801 BUCHANAN STREET NE,202-281-2700,https://www.catholiccharitiesdc.org/program/kennedy-school/,IndSchPt_80,288962,400514.89,141977.63,38.94569301,-76.99406044,20017,2024/04/18 18:56:27+00,2024/04/18 18:56:27+00,{A32AFAA6-81B9-4BEF-8CA8-25776F921FD6},341
-8574073.36405296,4706658.24093569,45,Templeton Academy,406 7TH STREET NW,202-847-0779,https://www.templetonacademy.org/,IndSchPt_66,279751,398073.42,136362.45,38.89510802,-77.02220846,20004,2024/04/15 21:05:50+00,2024/04/18 18:02:07+00,{2B8198B5-F6FB-4F7B-845C-C935C65D8C82},657
-8579245.04446011,4716746.41003094,47,Broad Branch Children's House,5608 BROAD BRANCH ROAD NW,202-232-2233,https://www.bbchmontessori.com/,IndSchPt_43,263174,394049.17,144189.41,38.9655973,-77.06866547,20016,2024/04/15 21:35:00+00,2024/04/18 18:02:07+00,{3D17DFDF-47DA-4D44-9014-1F7186A1335D},658
-8571874.24715634,4705490.75639351,51,Capitol Hill Christian Academy,229 PENNSYVANIA AVENUE SE,909-706-7806,https://www.capitolhillchristianacademy.org/,IndSchPt_76,278137,399787.23,135455.4,38.88693906,-77.0024524,20003,2024/04/15 21:56:13+00,2024/04/18 18:02:07+00,{555AB9C2-EFD8-4549-BD5E-726DAF54CAEF},659
-8578561.26444668,4708487.61083108,53,The Children's House of Washington,3133 DUMBARTON STREET NW,202-342-2551,https://chowmontessori.com/,IndSchPt_55,275439,394577.09,137783.23,38.90789229,-77.06252327,20007,2024/04/15 22:33:17+00,2024/04/18 18:02:07+00,{0D80329C-F135-4904-AB4D-91B64BCC08F1},660
-8573135.60917267,4713921.02048794,55,Christian Family Montessori School,201 ALLISON STREET NW,202-722-1520,https://www.cfmschool.org/,IndSchPt_21,284159,398805.1,141996.98,38.94586666,-77.0137839,20011,2024/04/15 22:37:36+00,2024/04/18 18:02:07+00,{946CE4C4-8786-4BFE-8F37-24E1F9853895},661
-8575358.26878521,4715233.76938112,56,Estrellitas Montessori School,5331 COLORADO AVENUE NW,202-248-7827,https://www.estrellitasdc.com/,IndSchPt_64,255845,397074.5,143015.36,38.95503678,-77.03375177,20011,2024/04/15 23:24:18+00,2024/04/18 18:02:07+00,{818DEAE2-AFE8-41C5-9610-BDDBEEA1BBD4},662
-8578505.15970326,4707869.63000587,58,Georgetown Montessori School,1041 WISCONSIN AVENUE NW,202-337-8058,https://georgetownmontessori.com/,IndSchPt_2,273796,394620.16,137303.84,38.90357405,-77.06202295,20007,2024/04/16 00:29:19+00,2024/04/18 18:02:07+00,{A94B8BE8-211C-4CA0-A2E4-056EC48EB2BD},664
-8573900.54089866,4710406.16553825,59,Howard University Early Learning Program,531 COLLEGE STREET NW,202-806-7102,https://education.howard.edu/affiliated-programs/early-learning-program,IndSchPt_73,291470,398208.88,139269.81,38.92129881,-77.02065454,20059,2024/04/16 00:51:55+00,2024/04/18 18:02:07+00,{E2E16DFD-75C7-4B32-BBAB-F620FCFE8536},665
-8570376.34044148,4708648.83007216,60,Kendall Demonstration Elementary School,800 FLORIDA AVENUE NE,202-250-2761,https://kdes.gallaudet.edu/,IndSchPt_56,291682,400954.21,137906.56,38.9090195,-76.98899829,20002,2024/04/16 00:58:40+00,2024/04/18 18:02:07+00,{805E0779-9540-43E6-A0D8-E77FDCCEE8DF},666
-8570526.66888294,4708818.41737716,61,Model Secondary School for the Deaf,800 FLORIDA AVENUE NE,202-250-2152,https://mssd.gallaudet.edu/,IndSchPt_72,291609,400837.07,138038.14,38.91020494,-76.99034871,20002,2024/04/16 00:58:40+00,2024/04/18 18:02:07+00,{07A23512-B758-4B71-9298-484BB481202D},667
-8571893.28242496,4699080.35367428,66,Kuumba Preparatory School of the Arts,3328 MARTIN LUTHER KING JR AVENUE SE,202-563-5971,http://www.kuumbaprep.org/,IndSchPt_58,36183,399772.09,130477.92,38.84209986,-77.00262526,20032,2024/04/17 18:02:24+00,2024/04/18 18:02:07+00,{B45A7197-4A73-4F8E-B9CC-51706AA7F2BA},668
-8575600.22220748,4711232.92897491,67,Little Flower Montessori School,3029 16TH STREET NW,202-667-6803,https://littlefloweron16th.wixsite.com/littlefloweron16th,IndSchPt_62,234357,396884.86,139912.17,38.9270817,-77.03592557,20009,2024/04/17 18:26:28+00,2024/04/18 18:02:07+00,{6EA7E03E-6374-4782-8FD0-EBF38A8ED2B9},669
-8579688.37464455,4715848.33271683,68,Montessori School of Chevy Chase,5312 CONNECTICUT AVENUE NW,202-362-6212,https://www.chevychasemontessori.com/,IndSchPt_65,301282,393703.31,143493.29,38.9593244,-77.07264988,20015,2024/04/17 19:50:45+00,2024/04/18 18:02:07+00,{F11643DD-C5E3-41B9-B704-5FA82D26F5F1},670
-8580660.19433348,4708295.77510368,69,The Montessori School of Washington,4380 MACARTHUR BOULEVARD NW,202-338-1557,https://www.montessoriwashington.org/,IndSchPt_68,284898,392941.33,137635.44,38.90654934,-77.08138119,20007,2024/04/17 20:15:36+00,2024/04/18 18:02:07+00,{3C62FCB6-4897-4AE7-B890-78C179D919FA},671
-8567233.05909604,4703046.8127238,70,Muhammad University of Islam,3160 PENNSYLVANIA AVENUE SE,202-517-4945,https://www.muhammaduniversitydc.org/,IndSchPt_70,39329,403404.98,133558.58,38.86984486,-76.96076332,20020,2024/04/17 20:20:21+00,2024/04/18 18:02:07+00,{A87BC319-E721-4602-BDEA-9C112ED718EB},672
-8575607.23549695,4711082.25180311,71,Mysa Microschool,1500 HARVARD STREET NW,301-915-0955,https://mysaschool.org/,IndSchPt_74,294269,396879.53,139795.45,38.92603023,-77.03598651,20009,2024/04/17 21:02:59+00,2024/04/18 18:02:07+00,{55CA2572-2CAF-440E-BCD7-006411B1AD5A},961
-8574517.69532452,4719258.09821564,72,San Miguel School,7705 GEORGIA AVENUE NW,202-232-8345,https://www.sanmigueldc.org/,IndSchPt_33,253662,397729.93,146135.13,38.98314236,-77.02620034,20012,2024/04/17 21:55:03+00,2024/04/18 18:02:07+00,{A7CFC873-FA47-4D7C-872F-B45C1AC4EC6C},962
-8576264.46561391,4708859.705103,73,The School for Ethics and Global Leadership,1528 18TH STREET NW,202-684-7044,https://www.schoolforethics.org/,IndSchPt_69,225732,396366.61,138071.33,38.91049682,-77.04189259,20036,2024/04/17 22:06:08+00,2024/04/18 18:02:07+00,{6897BA83-267C-4412-994F-6FB78588C427},963
-8574939.48464044,4706106.01767565,74,Smithsonian Early Enrichment Center,1300 CONSTITUTION AVENUE NW,202-633-1395,https://seecstories.com/,IndSchPt_75,340101,397398.2,135933.55,38.89124226,-77.02999037,20560,2024/04/17 22:26:37+00,2024/04/18 18:02:07+00,{DE07342C-20E1-40F0-AEAB-AAA927E62551},964
-8569218.27618139,4712623.89818069,75,St. Jerome Institute,1800 PERRY STREET NE,202-390-1289,https://stjeromeinstitute.org/,IndSchPt_63,294529,401855.75,140990.2,38.93679648,-76.97859551,20018,2024/04/17 23:08:10+00,2024/04/18 18:02:07+00,{0B48D741-AC41-4EF0-ADA6-6A2CC8B1D2B4},965
-8581496.75972144,4708755.41383653,76,St. Patrick's Episcopal Day School,4590 MACARTHUR BOULEVARD NW,202-650-5324,https://www.stpatsdc.org/,IndSchPt_60,224343,392290.1,137992.62,38.90976113,-77.08889339,20007,2024/04/17 23:22:51+00,2024/04/18 18:02:07+00,{FB0C803A-7889-4DE6-9C94-878EAF710563},966
-8580973.27988186,4708801.76515973,37,The Lab School of Washington - Foxhall Campus,1550 FOXHALL ROAD NW,202-580-7055,https://www.labschool.org/,IndSchPt_4,274137,392698.06,138028.88,38.91009159,-77.08419009,20007,2024/04/17 23:57:02+00,2024/04/18 18:02:07+00,{EE2B06FC-9FF8-4695-B283-008A54F70333},967
-8574964.03128454,4706635.07012021,39,Triangle Tots,1300 PENNSYLVANIA AVENUE NW,202-212-6685,https://child-care-preschool.brighthorizons.com/dc/washington/triangletots,IndSchPt_59,293198,397379.12,136343.99,38.89493993,-77.03021187,20229,2024/04/18 00:08:07+00,2024/04/18 18:02:07+00,{F3699D2E-2291-4665-B171-DA40C2E1E40F},968
-8574191.08487055,4708929.23229848,40,Ujamaa School,1554 8TH STREET NW,202-232-2997,https://www.ujamaaschooldc.com/,IndSchPt_54,225799,397981.89,138124.28,38.910979,-77.02326874,20002,2024/04/18 00:12:21+00,2024/04/18 18:02:07+00,{EBF50DEA-1E17-4628-B1F9-6184A56AB225},970
-8570882.89161721,4713566.77580291,27,Washington Jesuit Academy,900 VARNUM STREET NE,202-832-7679,https://www.wjacademy.org/,IndSchPt_57,289045,400559.24,141721.91,38.94338939,-76.99354905,20017,2024/04/18 00:25:10+00,2024/04/18 18:02:07+00,{1874BCEC-E3AB-4A04-AFEA-FD84927805D0},971
-8573235.29507431,4703943.75740629,24,Waterfront Academy,222 M STREET SW,202-484-0044,https://www.waterfrontacademy.org/,IndSchPt_71,277791,398726.26,134254.51,38.87611975,-77.01467901,20024,2024/04/18 00:28:22+00,2024/04/18 18:02:07+00,{2F7C120E-1759-49BC-B41A-89FBD1E4723F},972
-8569546.38932683,4701317.48703407,18,Washington School for Girls - The VIEW Campus,1604 MORRIS ROAD SE,202-678-1113,https://washingtonschoolforgirls.org/,IndSchPt_67,295126,401602.06,132215.86,38.85775422,-76.98154207,20020,2024/04/18 00:35:28+00,2024/04/18 18:02:07+00,{C197FB7C-D8E9-4A17-9647-CF2AC8F967BC},973
